ID,log2FC,FDR,label
ENSMUSG00000079056,-1.25E+00,1.58E-14,
ENSMUSG00000079070,-1.11E+00,7.07E-01,
ENSMUSG00000079083,4.09E-01,4.43E-02,
ENSMUSG00000079084,2.16E-01,2.61E-01,
ENSMUSG00000079165,2.10E-01,3.38E-01,
ENSMUSG00000079179,-4.35E-01,4.41E-01,
ENSMUSG00000079223,2.29E+00,3.97E-05,
ENSMUSG00000079227,-9.68E-01,4.28E-03,
ENSMUSG00000079258,1.49E-01,7.50E-01,
ENSMUSG00000079304,-9.13E-02,9.54E-01,
ENSMUSG00000079339,-1.40E+00,4.01E-01,
ENSMUSG00000079362,-1.85E+00,4.68E-01,
ENSMUSG00000079363,-1.68E+00,7.73E-02,
ENSMUSG00000079426,5.50E-01,5.35E-02,
ENSMUSG00000079427,1.27E+00,1.20E-01,
ENSMUSG00000079429,2.71E-01,8.95E-01,
ENSMUSG00000079484,-3.34E-01,9.01E-01,
ENSMUSG00000079550,-7.16E-02,9.44E-01,
ENSMUSG00000079554,-2.21E-01,7.39E-01,
ENSMUSG00000079557,-9.60E-01,1.75E-10,
ENSMUSG00000079560,9.14E-02,9.46E-01,
ENSMUSG00000079605,-6.31E-02,9.19E-01,
ENSMUSG00000079638,2.10E-01,8.52E-01,
ENSMUSG00000079741,-3.70E-01,7.11E-02,
ENSMUSG00000080268,3.27E-01,5.59E-01,
ENSMUSG00000080772,2.50E-01,4.68E-01,
ENSMUSG00000080797,-1.63E+00,1.16E-03,
ENSMUSG00000080914,2.87E-01,3.55E-01,
ENSMUSG00000080969,3.18E-01,8.79E-01,
ENSMUSG00000080972,-3.40E-01,7.94E-01,
ENSMUSG00000081124,4.02E-01,6.78E-01,
ENSMUSG00000081152,2.33E-01,7.19E-01,
ENSMUSG00000081179,5.88E-01,2.16E-01,
ENSMUSG00000081255,2.66E-01,1.37E-01,
ENSMUSG00000081309,9.31E-01,6.92E-02,
ENSMUSG00000081405,-1.61E+00,7.02E-02,
ENSMUSG00000081543,9.45E-02,7.90E-01,
ENSMUSG00000081559,6.61E-01,6.23E-01,
ENSMUSG00000081572,1.03E-01,8.02E-01,
ENSMUSG00000081650,-1.73E+00,1.13E-01,
ENSMUSG00000081665,7.15E-01,4.90E-01,
ENSMUSG00000081670,-1.84E-01,8.90E-01,
ENSMUSG00000081677,7.36E-01,1.17E-03,
ENSMUSG00000081809,-1.73E+00,4.76E-03,
ENSMUSG00000081819,-2.39E+00,9.75E-07,
ENSMUSG00000081833,-2.82E+00,2.94E-10,
ENSMUSG00000081944,-8.70E-01,5.10E-01,
ENSMUSG00000081953,3.72E-01,1.33E-03,
ENSMUSG00000081967,2.90E-01,7.74E-01,
ENSMUSG00000081974,-7.80E-01,6.04E-01,
ENSMUSG00000081984,-1.95E+00,3.85E-01,
ENSMUSG00000081988,-7.57E-01,3.07E-01,
ENSMUSG00000082039,4.39E-01,1.72E-01,
ENSMUSG00000082072,6.22E-01,3.59E-01,
ENSMUSG00000082084,-4.07E-01,6.19E-01,
ENSMUSG00000082207,5.76E-01,3.68E-01,
ENSMUSG00000082210,-1.11E+00,8.78E-02,
ENSMUSG00000082353,-4.73E-01,6.09E-01,
ENSMUSG00000082375,-1.07E+00,6.29E-01,
ENSMUSG00000082429,-5.23E-01,7.52E-01,
ENSMUSG00000082480,8.12E-01,2.86E-01,
ENSMUSG00000082733,8.29E-01,1.54E-01,
ENSMUSG00000082744,-9.78E-01,1.32E-01,
ENSMUSG00000082762,9.13E-01,1.21E-01,
ENSMUSG00000082786,9.75E-02,8.86E-01,
ENSMUSG00000083012,4.66E-01,5.09E-01,
ENSMUSG00000083015,-1.07E-01,8.91E-01,
ENSMUSG00000083033,-1.01E-01,9.18E-01,
ENSMUSG00000083178,-1.95E-02,9.88E-01,
ENSMUSG00000083282,5.65E-01,4.09E-02,
ENSMUSG00000083325,-9.56E-01,1.27E-01,
ENSMUSG00000083394,2.74E-01,4.99E-01,
ENSMUSG00000083557,-3.52E+00,6.71E-02,
ENSMUSG00000083579,-1.08E+00,7.37E-02,
ENSMUSG00000083693,2.50E-02,9.88E-01,
ENSMUSG00000083736,-4.95E-03,9.93E-01,
ENSMUSG00000083773,2.97E-01,3.73E-01,
ENSMUSG00000083789,-5.10E-01,8.32E-01,
ENSMUSG00000083817,-6.88E-02,9.58E-01,
ENSMUSG00000083876,3.50E-01,5.52E-01,
ENSMUSG00000083903,-2.96E-01,6.92E-01,
ENSMUSG00000083907,4.80E-01,4.06E-01,
ENSMUSG00000084012,1.51E-02,9.91E-01,
ENSMUSG00000084013,-5.24E-01,6.62E-01,
ENSMUSG00000084021,7.94E-01,2.23E-01,
ENSMUSG00000084113,-2.71E-01,7.71E-01,
ENSMUSG00000084152,-1.22E+00,2.57E-01,
ENSMUSG00000084153,-6.67E-01,1.01E-03,
ENSMUSG00000084280,7.86E-01,1.63E-02,
ENSMUSG00000084803,3.45E-01,7.26E-01,
ENSMUSG00000084845,2.36E-01,1.89E-01,
ENSMUSG00000084863,-1.21E+00,4.07E-01,
ENSMUSG00000084897,1.03E+00,5.06E-08,
ENSMUSG00000084915,5.18E-01,7.86E-01,
ENSMUSG00000084940,3.60E-01,6.21E-01,
ENSMUSG00000084965,2.49E-01,5.46E-01,
ENSMUSG00000084983,-1.64E-01,8.79E-01,
ENSMUSG00000085009,-5.02E-01,5.78E-01,
ENSMUSG00000085037,1.06E+00,5.23E-06,
ENSMUSG00000085039,1.35E-01,8.64E-01,
ENSMUSG00000085078,-2.05E-01,8.89E-01,
ENSMUSG00000085112,7.89E-01,2.14E-01,
ENSMUSG00000085124,-1.90E+00,2.52E-02,
ENSMUSG00000085156,4.27E-01,1.45E-01,
ENSMUSG00000085184,3.02E-02,9.09E-01,
ENSMUSG00000085192,-1.57E+00,8.16E-02,
ENSMUSG00000085196,-5.40E-01,3.60E-01,
ENSMUSG00000085261,-2.40E+00,2.58E-03,
ENSMUSG00000085295,6.68E-01,3.73E-01,
ENSMUSG00000085307,9.56E-01,1.16E-01,
ENSMUSG00000085337,1.41E-01,8.60E-01,
ENSMUSG00000085379,-1.66E-01,8.81E-01,
ENSMUSG00000085395,8.08E-01,2.60E-05,
ENSMUSG00000085420,-4.28E-01,8.37E-01,
ENSMUSG00000085436,-1.37E+00,4.53E-01,
ENSMUSG00000085438,6.18E-01,5.62E-01,
ENSMUSG00000085511,-2.43E-01,5.91E-01,
ENSMUSG00000085521,-3.26E-01,8.08E-01,
ENSMUSG00000085546,8.09E-01,9.75E-07,
ENSMUSG00000085558,-3.34E-02,9.69E-01,
ENSMUSG00000085565,1.22E+00,2.21E-01,
ENSMUSG00000085566,-9.94E-01,3.27E-02,
ENSMUSG00000085578,1.54E-01,8.51E-01,
ENSMUSG00000085596,7.74E-01,1.54E-01,
ENSMUSG00000085600,1.14E+00,1.72E-03,
ENSMUSG00000085614,1.29E+00,3.07E-02,
ENSMUSG00000085696,7.89E-02,9.59E-01,
ENSMUSG00000085765,-1.31E-01,7.30E-01,
ENSMUSG00000085774,1.51E+00,2.07E-02,
ENSMUSG00000085779,8.66E-02,7.57E-01,
ENSMUSG00000085833,1.36E+00,3.66E-06,
ENSMUSG00000085836,-2.87E-01,5.99E-01,
ENSMUSG00000085860,1.17E+00,3.03E-02,
ENSMUSG00000085887,5.15E-01,3.32E-01,
ENSMUSG00000085903,-4.45E+00,6.11E-02,
ENSMUSG00000085912,-8.02E-01,6.76E-01,
ENSMUSG00000085933,-4.25E-02,9.86E-01,
ENSMUSG00000085937,-3.23E-01,6.78E-01,
ENSMUSG00000085957,-7.08E-01,5.39E-01,
ENSMUSG00000085996,-2.54E+00,1.30E-02,
ENSMUSG00000086001,3.53E-01,9.13E-02,
ENSMUSG00000086015,-1.15E+00,3.44E-01,
ENSMUSG00000086050,8.79E-01,5.13E-02,
ENSMUSG00000086061,-4.68E-01,8.38E-01,
ENSMUSG00000086098,-2.27E+00,2.33E-02,
ENSMUSG00000086130,5.59E-01,9.64E-02,
ENSMUSG00000086150,2.30E+00,1.22E-05,
ENSMUSG00000086154,2.80E-01,5.40E-01,
ENSMUSG00000086166,-4.58E+00,1.09E-23,
ENSMUSG00000086229,-1.18E+00,4.43E-23,
ENSMUSG00000086255,-2.98E-01,8.57E-01,
ENSMUSG00000086349,-1.49E+00,2.93E-02,
ENSMUSG00000086399,-3.97E-01,7.50E-01,
ENSMUSG00000086417,-1.67E+00,5.59E-04,
ENSMUSG00000086429,-1.18E-01,9.08E-01,
ENSMUSG00000086443,5.96E-01,5.68E-01,
ENSMUSG00000086477,9.34E-02,7.36E-01,
ENSMUSG00000086496,-1.12E+00,1.24E-01,
ENSMUSG00000086503,3.47E-01,6.76E-01,
ENSMUSG00000086539,7.07E-01,1.04E-01,
ENSMUSG00000086591,2.89E-01,3.07E-01,
ENSMUSG00000086598,2.63E+00,1.15E-04,
ENSMUSG00000086645,-7.90E-01,4.94E-01,
ENSMUSG00000086707,1.07E+00,4.43E-02,
ENSMUSG00000086712,5.51E-01,1.59E-01,
ENSMUSG00000086714,-2.50E-01,5.53E-01,
ENSMUSG00000086750,2.75E-01,7.31E-01,
ENSMUSG00000086769,-5.18E-02,9.40E-01,
ENSMUSG00000086798,-1.20E+00,1.21E-01,
ENSMUSG00000086844,-4.55E+00,1.34E-02,
ENSMUSG00000086867,-1.60E+00,3.92E-04,
ENSMUSG00000086877,5.00E-01,2.85E-03,
ENSMUSG00000086894,2.87E-01,8.19E-01,
ENSMUSG00000086919,-1.02E+00,3.20E-17,
ENSMUSG00000086938,3.31E-01,3.51E-01,
ENSMUSG00000086949,-1.44E+00,7.27E-01,
ENSMUSG00000087009,1.77E-01,5.03E-01,
ENSMUSG00000087028,-1.21E-01,9.10E-01,
ENSMUSG00000087067,5.41E-01,5.59E-01,
ENSMUSG00000087082,-4.84E-01,4.16E-03,
ENSMUSG00000087107,-4.40E+00,1.40E-11,
ENSMUSG00000087142,5.04E-01,3.75E-01,
ENSMUSG00000087177,1.50E+00,3.99E-03,
ENSMUSG00000087184,3.41E-01,5.59E-01,
ENSMUSG00000087235,1.00E+00,4.69E-03,
ENSMUSG00000087239,-1.43E+00,5.48E-09,
ENSMUSG00000087253,2.31E-02,9.54E-01,
ENSMUSG00000087269,-3.63E-01,3.63E-01,
ENSMUSG00000087335,4.07E-01,8.55E-02,
ENSMUSG00000087352,-2.57E-01,8.57E-01,
ENSMUSG00000087362,-1.85E+00,6.10E-11,
ENSMUSG00000087364,4.59E-01,5.69E-01,
ENSMUSG00000087369,-8.38E-01,4.60E-01,
ENSMUSG00000087371,-2.80E-01,6.67E-01,
ENSMUSG00000087374,1.53E-01,8.07E-01,
ENSMUSG00000087380,-1.92E+00,1.71E-01,
ENSMUSG00000087408,-3.66E-01,6.06E-01,
ENSMUSG00000087466,-3.08E-01,3.05E-01,
ENSMUSG00000087519,1.18E+00,1.53E-01,
ENSMUSG00000087523,2.23E-01,8.28E-01,
ENSMUSG00000087530,-7.29E-03,9.84E-01,
ENSMUSG00000087535,5.05E-01,3.24E-01,
ENSMUSG00000087550,-4.51E+00,8.45E-03,
ENSMUSG00000087579,2.75E-01,7.53E-01,
ENSMUSG00000087615,6.33E-02,9.30E-01,
ENSMUSG00000087623,2.49E-01,8.37E-01,
ENSMUSG00000087651,-9.58E-02,9.53E-01,
ENSMUSG00000087660,-1.33E+00,3.51E-01,
ENSMUSG00000087675,-1.82E+00,1.90E-25,
ENSMUSG00000087694,3.21E-01,3.93E-01,
ENSMUSG00000089647,1.06E-01,8.44E-01,
ENSMUSG00000089666,1.14E-02,9.94E-01,
ENSMUSG00000089697,-1.55E-01,5.87E-01,
ENSMUSG00000089715,-2.07E-01,7.09E-01,
ENSMUSG00000089736,-9.82E-01,2.19E-01,
ENSMUSG00000089744,-1.91E+00,1.34E-01,
ENSMUSG00000089746,9.73E-01,1.52E-04,
ENSMUSG00000089769,-5.89E-02,9.42E-01,
ENSMUSG00000089789,-1.45E+00,2.20E-02,
ENSMUSG00000089810,-2.94E-01,8.05E-01,
ENSMUSG00000089817,-2.37E-01,5.82E-01,
ENSMUSG00000089862,6.62E-01,5.63E-05,
ENSMUSG00000089889,8.76E-01,4.08E-02,
ENSMUSG00000089940,-3.62E-01,6.99E-01,
ENSMUSG00000089942,-3.78E-01,3.73E-01,
ENSMUSG00000089945,-1.96E+00,5.38E-01,
ENSMUSG00000089994,9.61E-01,5.55E-02,
ENSMUSG00000090035,-6.95E-01,6.14E-01,
ENSMUSG00000090062,-5.51E-01,7.00E-01,
ENSMUSG00000090086,-8.40E-01,2.48E-01,
ENSMUSG00000090100,3.45E-01,7.01E-01,
ENSMUSG00000090110,4.42E-01,4.76E-01,
ENSMUSG00000090121,-1.34E+00,1.41E-01,
ENSMUSG00000090168,-5.92E-01,7.87E-01,
ENSMUSG00000090174,2.84E-01,8.90E-01,
ENSMUSG00000090176,3.60E-01,6.05E-01,
ENSMUSG00000090191,7.87E-01,1.51E-01,
ENSMUSG00000090213,-7.58E-01,6.65E-02,
ENSMUSG00000090235,-2.85E-01,8.27E-01,
ENSMUSG00000090264,-1.36E-02,9.91E-01,
ENSMUSG00000090272,-3.94E+00,7.85E-02,
ENSMUSG00000090273,2.61E-01,7.04E-01,
ENSMUSG00000090293,3.37E-01,7.49E-01,
ENSMUSG00000090303,-3.78E-01,8.25E-01,
ENSMUSG00000090336,-3.53E-03,9.98E-01,
ENSMUSG00000090486,3.72E-01,7.77E-01,
ENSMUSG00000090556,1.47E+00,2.78E-25,
ENSMUSG00000090588,-7.03E-01,4.49E-06,
ENSMUSG00000090799,9.60E-01,1.54E-01,
ENSMUSG00000090841,-2.34E-01,8.44E-01,
ENSMUSG00000090891,1.45E+00,4.55E-28,
ENSMUSG00000090936,-8.69E-01,3.07E-02,
ENSMUSG00000091014,-8.63E-01,3.64E-01,
ENSMUSG00000091114,1.06E+00,3.09E-01,
ENSMUSG00000091147,-3.53E-02,9.76E-01,
ENSMUSG00000091149,1.62E-01,8.71E-01,
ENSMUSG00000091269,-6.66E-01,3.45E-01,
ENSMUSG00000091378,-6.92E-01,7.02E-01,
ENSMUSG00000091405,-1.04E+00,5.52E-01,
ENSMUSG00000091407,2.56E-01,4.36E-01,
ENSMUSG00000091475,3.96E-01,1.26E-01,
ENSMUSG00000091504,-1.18E-01,8.28E-01,
ENSMUSG00000091722,-1.48E+00,7.61E-02,
ENSMUSG00000091816,-7.19E-01,3.56E-01,
ENSMUSG00000091844,3.51E-01,5.00E-01,
ENSMUSG00000091993,3.44E-01,5.53E-01,
ENSMUSG00000091994,4.28E-01,6.45E-02,
ENSMUSG00000092103,-1.30E+00,1.07E-01,
ENSMUSG00000092111,7.38E-01,3.46E-03,
ENSMUSG00000092120,5.88E-01,5.62E-01,
ENSMUSG00000092130,-7.49E-01,2.66E-01,
ENSMUSG00000092183,-1.20E+00,2.50E-16,
ENSMUSG00000092203,1.32E+00,3.81E-11,
ENSMUSG00000092274,4.79E-01,1.46E-03,
ENSMUSG00000092341,-9.81E-03,9.65E-01,
ENSMUSG00000092373,1.42E+00,9.13E-02,
ENSMUSG00000092416,-1.18E+00,1.07E-01,
ENSMUSG00000092470,2.54E-02,9.90E-01,
ENSMUSG00000092482,2.29E-01,8.13E-01,
ENSMUSG00000092519,-1.45E-01,8.90E-01,
ENSMUSG00000092558,-1.21E+00,4.30E-01,
ENSMUSG00000092564,-7.56E-01,2.34E-01,
ENSMUSG00000093456,-8.00E-02,9.51E-01,
ENSMUSG00000093629,-3.26E-01,3.95E-01,
ENSMUSG00000093648,2.38E-01,8.40E-01,
ENSMUSG00000093651,2.95E+00,4.27E-08,
ENSMUSG00000093656,-3.91E-02,9.37E-01,
ENSMUSG00000093674,1.12E-01,9.43E-01,
ENSMUSG00000093687,1.07E-01,7.82E-01,
ENSMUSG00000093769,-3.08E-01,4.22E-01,
ENSMUSG00000093839,2.65E+00,2.80E-25,
ENSMUSG00000093920,3.33E+00,9.03E-09,
ENSMUSG00000093954,-1.92E+00,1.63E-01,
ENSMUSG00000094018,2.33E-01,7.39E-01,
ENSMUSG00000094103,4.16E-01,1.31E-02,
ENSMUSG00000094125,-1.25E+00,4.22E-01,
ENSMUSG00000094152,-5.23E-01,8.07E-01,
ENSMUSG00000094344,1.06E+00,1.40E-01,
ENSMUSG00000094463,-5.02E+00,4.17E-06,
ENSMUSG00000094483,1.07E+00,7.61E-03,
ENSMUSG00000094622,1.16E+00,1.29E-01,
ENSMUSG00000094626,-2.28E+00,7.43E-04,
ENSMUSG00000094648,-2.47E-01,4.97E-01,
ENSMUSG00000094928,5.81E-01,3.30E-01,
ENSMUSG00000094942,7.40E-01,1.49E-01,
ENSMUSG00000094958,8.84E-02,9.48E-01,
ENSMUSG00000095042,-9.35E-01,4.79E-04,
ENSMUSG00000095098,7.55E-01,5.60E-03,
ENSMUSG00000095101,2.54E-01,3.05E-01,
ENSMUSG00000095187,-1.37E+00,3.22E-01,
ENSMUSG00000095201,-1.18E+00,6.61E-02,
ENSMUSG00000095276,-1.58E+00,1.07E-01,
ENSMUSG00000095409,5.47E-02,9.54E-01,
ENSMUSG00000095457,-2.29E+00,1.18E-24,
ENSMUSG00000095463,-9.48E-01,5.57E-02,
ENSMUSG00000095545,1.16E-01,5.84E-01,
ENSMUSG00000095595,1.71E-01,5.62E-01,
ENSMUSG00000095605,-2.67E-01,5.28E-01,
ENSMUSG00000095649,-5.51E-01,7.27E-01,
ENSMUSG00000095817,3.25E-01,6.83E-01,
ENSMUSG00000096054,-6.81E-01,7.22E-01,
ENSMUSG00000096199,-4.73E-01,6.78E-01,
ENSMUSG00000096210,-6.48E-01,5.29E-01,
ENSMUSG00000096221,3.71E-01,2.08E-01,
ENSMUSG00000096370,-6.30E-01,4.75E-01,
ENSMUSG00000096481,-3.30E-02,9.77E-01,
ENSMUSG00000096484,-1.30E+00,1.99E-17,
ENSMUSG00000096553,2.89E-01,2.69E-01,
ENSMUSG00000096729,-1.47E+00,1.30E-01,
ENSMUSG00000096768,-9.05E-02,9.08E-01,
ENSMUSG00000096856,-9.44E-03,9.72E-01,
ENSMUSG00000096934,4.17E-01,1.40E-01,
ENSMUSG00000096937,-5.53E-01,5.74E-01,
ENSMUSG00000096974,2.91E+00,1.23E-04,
ENSMUSG00000096995,-9.98E-02,8.37E-01,
ENSMUSG00000097011,-1.42E+00,5.15E-01,
ENSMUSG00000097017,3.10E-01,5.77E-01,
ENSMUSG00000097029,4.70E-02,9.48E-01,
ENSMUSG00000097039,2.04E+00,5.11E-03,
ENSMUSG00000097048,-2.27E-01,7.51E-01,
ENSMUSG00000097075,3.96E-01,6.05E-01,
ENSMUSG00000097077,3.12E-01,3.86E-01,
ENSMUSG00000097079,5.22E-01,5.54E-01,
ENSMUSG00000097089,6.12E-01,8.60E-01,
ENSMUSG00000097121,-6.29E-01,4.28E-01,
ENSMUSG00000097125,-1.69E+00,5.93E-02,
ENSMUSG00000097129,-6.67E-01,3.27E-02,
ENSMUSG00000097154,-2.82E+00,2.64E-02,
ENSMUSG00000097164,-8.16E-01,5.29E-01,
ENSMUSG00000097170,4.98E-01,3.30E-02,
ENSMUSG00000097195,-2.54E-01,8.61E-01,
ENSMUSG00000097196,3.67E-01,5.12E-01,
ENSMUSG00000097221,4.72E-02,9.38E-01,
ENSMUSG00000097231,-5.53E-01,6.47E-01,
ENSMUSG00000097233,-1.23E+00,5.91E-03,
ENSMUSG00000097248,-2.67E-01,3.78E-01,
ENSMUSG00000097256,1.10E+00,2.34E-01,
ENSMUSG00000097266,-9.18E-01,3.58E-01,
ENSMUSG00000097275,-2.06E+00,2.63E-01,
ENSMUSG00000097305,8.99E-01,9.23E-05,
ENSMUSG00000097323,1.17E+00,1.80E-01,
ENSMUSG00000097330,-1.19E+00,3.19E-01,
ENSMUSG00000097333,5.41E-01,2.23E-01,
ENSMUSG00000097354,4.27E-01,1.16E-01,
ENSMUSG00000097360,2.00E-01,8.79E-01,
ENSMUSG00000097362,-4.04E-01,7.37E-01,
ENSMUSG00000097379,-5.57E-01,7.81E-01,
ENSMUSG00000097381,-2.87E+00,5.91E-02,
ENSMUSG00000097384,-8.54E-01,6.48E-01,
ENSMUSG00000097401,-4.73E+00,4.93E-02,
ENSMUSG00000097404,7.02E-01,2.20E-02,
ENSMUSG00000097416,3.88E-01,8.27E-01,
ENSMUSG00000097429,-4.77E-01,5.91E-01,
ENSMUSG00000097439,9.67E-01,8.32E-04,
ENSMUSG00000097440,1.80E+00,3.04E-04,
ENSMUSG00000097445,-6.71E-01,5.29E-01,
ENSMUSG00000097511,-1.23E+00,3.72E-02,
ENSMUSG00000097519,-2.84E-01,8.13E-01,
ENSMUSG00000097520,-6.53E-01,2.40E-02,
ENSMUSG00000097525,-3.74E-01,2.01E-01,
ENSMUSG00000097545,-1.12E+00,2.66E-01,
ENSMUSG00000097575,-1.95E-01,9.37E-01,
ENSMUSG00000097577,1.61E-01,8.57E-01,
ENSMUSG00000097583,-1.84E+00,7.13E-03,
ENSMUSG00000097597,-1.78E+00,1.81E-01,
ENSMUSG00000097601,9.32E-01,1.70E-01,
ENSMUSG00000097604,-9.25E-01,3.58E-01,
ENSMUSG00000097612,-5.17E-01,7.91E-01,
ENSMUSG00000097616,-4.37E-01,2.91E-01,
ENSMUSG00000097640,-1.17E+00,2.80E-01,
ENSMUSG00000097650,-8.88E-01,5.68E-01,
ENSMUSG00000097709,-1.86E-02,9.71E-01,
ENSMUSG00000097714,-1.13E-01,9.57E-01,
ENSMUSG00000097729,7.62E-01,2.31E-02,
ENSMUSG00000097746,-1.43E+00,1.68E-01,
ENSMUSG00000097750,1.53E-01,8.93E-01,
ENSMUSG00000097767,5.86E-01,2.73E-01,
ENSMUSG00000097855,-1.56E+00,9.27E-02,
ENSMUSG00000097885,3.25E-01,7.27E-01,
ENSMUSG00000097908,-4.25E-01,5.62E-01,
ENSMUSG00000097986,5.01E-01,4.61E-01,
ENSMUSG00000097994,-5.02E-01,5.59E-01,
ENSMUSG00000098092,3.26E-01,5.62E-01,
ENSMUSG00000098109,1.98E+00,6.72E-05,
ENSMUSG00000098208,7.72E-01,3.01E-02,
ENSMUSG00000098211,8.07E-02,9.53E-01,
ENSMUSG00000098222,-7.84E-01,5.95E-01,
ENSMUSG00000098270,-6.01E-01,7.18E-01,
ENSMUSG00000098439,-2.07E+00,1.20E-01,
ENSMUSG00000098505,2.49E-01,7.39E-01,
ENSMUSG00000098557,-2.28E-01,8.39E-01,
ENSMUSG00000098630,1.52E-01,9.53E-01,
ENSMUSG00000098650,-4.13E-01,8.47E-01,
ENSMUSG00000098784,1.18E+00,4.91E-03,
ENSMUSG00000098837,-1.05E+00,1.14E-01,
ENSMUSG00000098905,4.28E-02,9.33E-01,
ENSMUSG00000098912,1.08E-01,5.60E-01,
ENSMUSG00000099008,-6.50E-01,1.47E-01,
ENSMUSG00000099032,8.39E-01,5.85E-03,
ENSMUSG00000099083,2.98E-01,6.56E-01,
ENSMUSG00000099137,9.80E-02,9.11E-01,
ENSMUSG00000099146,1.97E-01,8.77E-01,
ENSMUSG00000099276,8.48E-01,2.90E-01,
ENSMUSG00000099294,-1.35E+00,1.93E-01,
ENSMUSG00000099338,4.30E-01,2.56E-01,
ENSMUSG00000099411,-1.10E+00,4.52E-01,
ENSMUSG00000099417,4.02E-01,8.07E-01,
ENSMUSG00000099459,6.74E-01,2.80E-01,
ENSMUSG00000099552,-4.07E+00,2.43E-04,
ENSMUSG00000099655,-5.75E-01,5.49E-01,
ENSMUSG00000099757,-1.60E+00,1.74E-03,
ENSMUSG00000099765,-6.45E-02,9.65E-01,
ENSMUSG00000099773,9.36E-01,5.19E-02,
ENSMUSG00000099846,-1.98E+00,1.14E-01,
ENSMUSG00000099879,-5.98E-02,7.62E-01,
ENSMUSG00000099923,-3.08E-02,9.78E-01,
ENSMUSG00000099966,3.48E-01,2.20E-01,
ENSMUSG00000100029,-4.44E-01,8.16E-01,
ENSMUSG00000100075,6.82E-01,4.67E-03,
ENSMUSG00000100147,-3.58E-01,8.57E-01,
ENSMUSG00000100151,5.94E-01,4.84E-02,
ENSMUSG00000100157,-2.82E-01,8.37E-01,
ENSMUSG00000100191,2.38E-02,9.77E-01,
ENSMUSG00000100277,-1.27E+00,5.92E-03,
ENSMUSG00000100287,-4.94E+00,7.30E-03,
ENSMUSG00000100354,3.74E-01,7.53E-01,
ENSMUSG00000100548,6.21E-01,3.87E-02,
ENSMUSG00000100615,-2.67E+00,2.70E-02,
ENSMUSG00000100702,-4.03E-01,7.72E-01,
ENSMUSG00000100826,-1.51E-01,9.53E-01,
ENSMUSG00000100923,-1.36E+00,2.06E-01,
ENSMUSG00000101000,1.98E-01,7.53E-01,
ENSMUSG00000101024,-2.01E+00,3.90E-03,
ENSMUSG00000101135,-1.52E+00,7.01E-45,
ENSMUSG00000101162,-2.29E+00,2.59E-02,
ENSMUSG00000101168,-3.22E+00,1.44E-03,
ENSMUSG00000101268,4.48E-02,9.32E-01,
ENSMUSG00000101320,1.14E+00,1.89E-01,
ENSMUSG00000101410,-2.13E+00,3.05E-01,
ENSMUSG00000101438,5.84E-01,7.01E-01,
ENSMUSG00000101451,1.33E-03,9.99E-01,
ENSMUSG00000101599,-3.93E-02,9.64E-01,
ENSMUSG00000101778,-5.28E-02,9.59E-01,
ENSMUSG00000101800,-1.93E+00,2.60E-01,
ENSMUSG00000101874,-1.36E-01,6.68E-01,
ENSMUSG00000101892,9.58E-02,9.65E-01,
ENSMUSG00000101958,1.05E+00,1.31E-02,
ENSMUSG00000101964,-1.31E+00,1.83E-02,
ENSMUSG00000102152,-2.27E+00,2.55E-01,
ENSMUSG00000102202,7.36E-01,4.11E-01,
ENSMUSG00000102206,2.80E+00,5.64E-09,
ENSMUSG00000102260,-1.89E-01,5.46E-01,
ENSMUSG00000102289,-1.39E+00,1.91E-01,
ENSMUSG00000102336,1.46E+00,2.24E-01,
ENSMUSG00000102375,-1.93E+00,3.66E-04,
ENSMUSG00000102434,-7.12E-01,4.26E-02,
ENSMUSG00000102440,-9.49E-01,3.78E-01,
ENSMUSG00000102458,-3.78E-01,6.16E-01,
ENSMUSG00000102466,-1.31E+00,4.03E-01,
ENSMUSG00000102501,-2.71E+00,5.47E-02,
ENSMUSG00000102509,-1.94E+00,1.93E-02,
ENSMUSG00000102543,1.04E+00,5.68E-02,
ENSMUSG00000102554,-4.50E-01,3.13E-01,
ENSMUSG00000102625,-5.04E-01,5.54E-01,
ENSMUSG00000102632,-1.34E+00,4.05E-01,
ENSMUSG00000102660,-7.24E-01,1.19E-01,
ENSMUSG00000102690,6.73E-01,4.34E-01,
ENSMUSG00000102715,-3.69E+00,3.44E-07,
ENSMUSG00000102718,-1.07E+00,1.20E-04,
ENSMUSG00000102732,-3.78E+00,2.41E-21,
ENSMUSG00000102733,3.98E-02,9.00E-01,
ENSMUSG00000102742,-4.30E-01,1.61E-01,
ENSMUSG00000102750,-1.93E+00,3.07E-01,
ENSMUSG00000102764,-4.79E-01,2.61E-03,
ENSMUSG00000102850,-3.30E-01,8.77E-01,
ENSMUSG00000102858,-2.45E-01,8.43E-01,
ENSMUSG00000102925,9.51E-01,8.36E-05,
ENSMUSG00000102950,-2.16E-01,4.54E-01,
ENSMUSG00000102981,1.06E+00,3.99E-03,
ENSMUSG00000102999,-1.59E+00,2.13E-01,
ENSMUSG00000103030,1.85E+00,1.54E-03,
ENSMUSG00000103081,-1.57E+00,3.97E-01,
ENSMUSG00000103114,-2.34E-03,9.98E-01,
ENSMUSG00000103160,-1.74E+00,7.17E-02,
ENSMUSG00000103163,2.89E-01,8.90E-01,
ENSMUSG00000103174,2.93E-01,2.78E-01,
ENSMUSG00000103175,2.92E-01,6.37E-02,
